,smiles,mp
137380,CC(C)NC1=NS(=O)(=O)c2cc(F)c(Cl)cc2N1,283.5
7377,O=[N+]([O-])c1c(Cl)sc(Cl)c1S(=O)(=O)Cl,90.0
126708,CNC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(-c4nc(N)c(F)cc4F)c3c2Cl)C1,208.5
106479,CN(CCOc1ccc(CC(Cl)C(=O)O)cc1)c1nc2ccccc2o1,142.5
19297,CCOC(=O)c1ccc(OCCCCCCCCCCCCCOc2ccc(Cl)cc2)cc1,76.0
128250,O=C(O)c1cn(C2CC2)c2c(C(F)(F)F)c(F)c(F)cc2c1=O,160.5
206346,CC(C)C(=O)Nc1cccc(-c2ccnc3c(C(=O)c4ccco4)cnn23)c1,190.0
167670,O=C(O)COc1ccc2cc(-c3ccc(-c4ccccc4)n3Cc3ccccc3)ccc2c1,171.5
131024,CCOc1ccc(C2=NN(CCCCCC(=O)O)C(=O)[C@H]3CC=CC[C@@H]23)cc1OCC,98.0
65596,CCS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1O,190.0
210747,Cc1cc(-c2nc3cccnn3c2-c2ccnc(NC(=O)c3cccc4cccnc34)c2)ccc1F,229.5
20242,CN1SC(Cl)(Cl)C(Cl)(Cl)C1=O,80.5
43144,COc1cc2c(cc1OC)N(C(N)=O)C(=O)C2,207.75
92725,O=C(O)C(=O)c1ccc(OCCOC2CCc3ccccc3C2)cc1,119.5
103415,CN1C(CN2CCOCC2)=CC2=C(C=C[SH]2S(N)(=O)=O)S1(=O)=O,193.0
203501,O=C(Nc1ccc(-c2cnc(-c3ccc(NC(=O)c4cccnc4)cc3)[nH]2)cc1)c1cccnc1,318.0
213268,CN1CCN(c2cc(Cl)cc3c2c(=O)n(CC2CCCCC2)c(=O)n3Cc2ccccc2)CC1,166.0
150592,CC(C)CN(C)c1cc2c(cc1C(F)(F)F)NC(=O)CC(c1cccc(-n3cncn3)c1)=N2,198.0
86666,CC(C)c1cccc(C(C)C)c1OCC(=O)O,85.5
35909,CCCCCCC(C(C)O)n1c(C)nc(C(N)=O)c1N,143.0
109203,CN(C(=O)Nc1ccccc1/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C1CCN(Cc2ccc(F)cc2)CC1,174.5
82003,O=C(Oc1ccnc(OC(=O)c2ccccc2)c1)c1ccccc1,101.0
44199,O=C(N[C@H]1CN(C(=O)N2CCC[C@H]2C(=O)O)C1=O)c1ccccc1,149.5
513,OC(C1=NCCN1)(c1ccccc1)c1ccccn1,153.0
57095,CCOC(=O)c1cc2c(cn1)[nH]c1ccc(C(C)=O)cc12,297.5
181787,COC(=O)c1ccc(OC)c2c1OCCCO2,212.0
191026,O=C1Nc2ccccc2C12COc1c(Cl)cc3c(c12)OCCO3,256.0
27686,COC(=O)c1c[nH]c(Sc2cc(Cl)c(Cl)cc2Cl)c1,170.0
183565,C=C(C)C[C@@H]1C(=O)N(c2ccc(C#N)c(Cl)c2)[C@@H](C)[C@H]1O,111.0
87091,C=CCOC(=O)CCCCCCCCCCCCCCCCC,35.5
155263,Cc1cc(OCc2oc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,136.5
115963,COc1cc2ncnc(N3CCc4c(C)cccc43)c2cc1OC,174.5
33932,O=C(Nc1ccccc1)ONC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,127.0
115482,COc1ccc([C@@H]2O[C@@H](CC(=O)O)C(=O)N(CC(C)(C)C)c3ccc(Cl)cc32)c(OC)c1,233.5
167304,COc1ccc(-n2nc(OC(C)C)cc2-c2ccc(OCCNS(C)(=O)=O)cc2)cn1,121.3
172523,COC(=O)c1ccccc1-c1nc(COc2ccc(COc3nn(-c4ccccc4)cc3C=O)cc2OC)c(C)o1,134.5
97486,CN1C(=O)[C@H](NC(=O)/C=C/c2ccccc2Cl)N=C(c2ccccc2)c2ccccc21,129.5
73759,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(Br)cc2)CC1,149.0
40800,NP(N)(=O)OCCCCl,111.5
141319,Cc1cc(-n2nc(C(F)F)cc2-c2ccc(S(C)(=O)=O)cc2)ccc1F,154.5
103603,COC(=O)/C=C/C=C/c1ccccc1CNC(=O)OC(C)(C)C,96.75
39011,CC(C)Cc1cc(OCc2ccccc2)c2c(c1)OC(C)(C)CC2=O,77.75
212972,Cc1noc(NC(=O)N2CCN(c3cc(-c4ccc(F)cc4)ncn3)CC2)c1C,207.5
135422,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(S(C)(=O)=O)cc4)CC3)c2cc1OC,267.5
221079,CCc1ccc2c(c1)OC1(O)c3cccc([N+](=O)[O-])c3C(=O)C21O,115.0
212132,CC(=O)Oc1cc(/C=C/c2ccc(OC(=O)C(C)(C)Oc3ccc(C(=O)c4ccc(Cl)cc4)cc3)cc2)cc(OC(C)=O)c1,112.5
64748,Cc1cc(S)n2nc(C(=O)NN)nc2n1,221.6
14064,COc1ccc(Cl)c2c1[nH]c(=O)n1nc(CO)cc21,221.5
142954,CNc1nc(-c2cccc(-c3ccc(SC)cc3)c2)c2cc(OC)c(OC)cc2n1,141.0
60674,COC(=O)c1cccc(C=O)c1O,83.0
176427,Cc1cccc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(OCCCNC(=O)c2ccc3c(c2)OCO3)cc1,107.0
198386,O=C(NO)[C@H](CNS(=O)(=O)c1ccc(OCC2CC2)cc1)N1CCOCC1,147.0
167615,CCC(=O)Oc1ccc(C(=O)Nc2ccc3cc(CN4CCCC4)cnc3c2C)cc1,146.5
132476,CC(C)c1c(C(=O)c2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,184.0
109392,O=S(=O)(Nc1cccc(I)c1)C(F)(F)F,76.0
20937,NC(=O)c1cncn1C(c1ccccc1)c1ccccc1,153.0
48084,O=c1ccc2ccc3ccc(Br)cc3c(=O)c2[nH]1,268.5
174296,C=C(F)CCc1cccc(C2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,59.0
107297,Oc1nc2cc(Cl)cc(Cl)c2c(O)c1O,271.5
165427,O=C(O)CCCCCCCOc1ccccc1O,62.0
149416,Cc1cc2c(cc1-c1ccc(O)c(C=O)c1)C(C)(C)CCC2(C)C,138.5
60816,Clc1cc(-c2ccccc2)ccn1,71.0
171669,Cc1cc(C)c2nc(NC3CCN(CCCS(N)(=O)=O)CC3)n(Cc3nc(C)ccc3O)c2c1,180.0
116401,CC(C)(C)n1cnc2c1c1ccccc1n1nnnc21,225.0
155297,CCC1OC1CC(=O)OC(C#N)c1ccc2ccccc2c1,60.5
103469,COc1ccc(Cn2ccn(C3CCc4ccccc4C3)c2=S)cc1OC,130.0
19942,COC(=O)C(O)c1ccccc1Nc1c(Cl)cccc1Cl,123.75
42354,O=c1[nH]nc2n1-c1ccccc1OC2,198.0
215669,O=C(O)c1cccc(P(c2ccccc2)c2ccccc2)n1,122.0
188422,COC(=O)c1c(Br)ccc2nn(C)cc12,103.5
102559,FC(F)(F)c1ccc(/N=c2\ccc3nc4ccccc4sc-3c2)cc1,207.5
117706,COc1cc(C)c(C(=O)c2c(Cl)cccc2Cl)c(OC(=O)Cc2ccccc2)c1OC,106.0
61931,CC1CC(=O)NN=C1c1ccc2[nH]c(-c3ccncc3)cc2c1,302.0
381,C[C@H](CCC(O)C(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,199.5
161545,O=C(NC(Cc1ccc(F)cc1)C(O)c1ccc(C(F)(F)F)cc1)C1CCCCC1,220.5
173887,CC(C)n1cc(-c2nc(C(N)=O)c(N)nc2-c2ccccc2F)ccc1=O,251.7
123828,COc1ccc(CCN2CCC(=C3c4ccccc4CCn4ncnc43)CC2)cc1,129.3
114724,Cc1ccc(/C=C/C2=CCN(Cc3nc4ccccc4[nH]3)CC2)o1,192.0
97791,CCc1c(Cc2[nH]c(Cc3[nH]c(C(=O)OCc4ccccc4)c(C)c3CC)c(CC)c2CC)[nH]c(C(=O)OCc2ccccc2)c1C,211.0
144515,CCCCN(CC)c1nc(C)nc2c1NC(=O)CN2c1ccc(C(C)C)cc1Br,146.5
71717,CC(C)(Cl)c1cc(C(C)(C)Cl)cc(C(C)(C)Cl)c1,64.0
105205,CN(C(=O)CN1C(=O)C(NC(=O)Nc2cccc(N)c2)N=C(CN2CCOCC2)c2ccccc21)c1ccccc1,159.0
177625,CCn1nc2c(N)nc3c(c2c1CC(C)(C)O)CCCC3,203.0
56174,CC1CCC(C)C1OC(=O)C1(N)CC1C(=O)[C@@H](N)CC(=O)O,156.25
169713,Cc1cc2ccccc2n1-c1ccc(OCc2ccccc2)c(F)c1,70.5
198680,CC(C)(C)NC(=O)N1CCn2c(Cl)c(-c3cccc(C#N)c3)c(C(N)=O)c2C1,193.5
1635,CC(C)SC1=C(O)CC(C)(C)CC1=O,77.0
68282,Cc1cc(C2=C(/C=C/[C@H]3C[C@H](O)CC(=O)O3)C(C)(C)CC(OC(=O)Nc3ccccc3)C2)ccc1F,74.0
118647,CC(=O)N1N=C(c2ccc([N+](=O)[O-])cc2)c2cc(Cl)c(Cl)cc2CC1C,199.0
129705,CC(=O)NCC1CC(c2ccc(N3CCCC3)c(F)c2)=NO1,142.0
70528,CC(C)(C)c1cc(OCCCCCc2nnn[nH]2)cc(C(C)(C)C)c1O,140.5
72511,O=C(CCC(=O)N(CCCOc1ccc(C(=O)O)cc1)c1ccc(Cl)cc1)Nc1ccc(Cl)cc1,199.0
15808,COc1cc2c(cc1O)C(C)(C)CC2,44.0
18368,CC(=O)/C(=C\c1ccccc1[N+](=O)[O-])C(=O)OCCCl,83.0
92302,COc1cc(C=O)c(OC)c2ccccc12,121.5
101012,CC(C)c1cc(C(C)C)c(CC(=O)c2ccc(C(C)C)c(OS(N)(=O)=O)c2C(C)C)c(C(C)C)c1,179.0
143728,COc1cc(S(=O)(=O)c2ccncc2)ccc1N,164.0
75513,CCCCCCOc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,91.0
111005,C=C(C)n1c(=O)n(CCN2CCC(N(C)C(=O)c3ccccc3)CC2)c2ccccc21,121.0
215563,CCNc1nc(-c2ccc(NC(=O)NCc3cccnc3)cc2)ccc1C(=O)O,217.0
37726,O=c1[nH]nc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=CC2,224.0
59912,CC(C)NC(=O)Nc1ccnc(Br)c1,137.0
206138,O=C(Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1)OCC(Cl)(Cl)Cl,198.5
10810,CCCCCCN/C(C)=C1\C(=O)OC(=O)C(C(C)=O)=C1O,81.0
186955,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2F)n(C)n1,237.0
217953,COc1cc(OC)c2c(=O)cc(-c3cccc(C)c3)oc2c1C1=CCN(C)CC1,109.5
38791,Clc1ccc2c(c1)C(c1ccccc1Cl)NCc1cncnc1-2,169.5
58241,O=c1[nH]nc(-c2c(Cl)ccc3cc(Cl)cnc23)o1,87.0
112532,O=c1n(-c2ccccc2)nc2c3c(nc(Cl)n12)CCCC3,206.0
187920,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)CS[C@H]1Oc1ccc(-c2ccncc2)nc1Cl,179.0
15792,CCCCC(=O)Nc1ccccc1C(F)(F)F,63.0
87240,CCOC(=O)c1nc(C)oc1C(=O)Cl,104.0
67186,N#Cc1ccc(/C=C/c2ncn(CC(O)(Cn3cncn3)c3ccc(F)cc3F)n2)cc1,190.0
171927,N#CCc1cc(CO)cs1,46.0
136614,COc1cccc(C2OCCC(C)(C)C2(O)C(C)C)c1,56.45
69286,O=c1[nH]c2ccccc2n1CCCN1CCN(c2n[nH]c3cc(F)ccc23)CC1,237.0
141847,COc1ccc(C(NC(=O)C(C)c2ccccc2)c2cccc(Nc3c(N)c(=O)c3=O)c2)cc1,207.5
24124,O=C(OCC(O)CO)c1cc(F)ccc1Nc1ccnc2c(C(F)(F)F)cccc12,197.5
57063,CC(C)[Si](C)(C)CCCSCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,101.5
176844,CN(C)/C=C/C(=O)c1c(-c2ccc(F)cc2)nc2occn12,188.0
113160,O=c1oc2c(c(O)c1C(c1ccccc1)C1CC1)CCCCC2CC1CC1,80.0
15670,CCCCCC(C(=O)O)c1ccc(Cl)cc1Cl,66.5
42444,CCOC(=O)C1=C(COCc2nnn(CCN)n2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,126.5
79506,CC(c1ccco1)N(O)C(N)=O,143.5
192508,O=c1cc(-c2ccccc2)oc2c(CN3CCC(O)CC3)c(O)c(O)c(O)c12,221.0
74950,CC(C)(C)OC(=O)/N=C(\c1ccc(C(=O)Nc2ccc(C(=O)NCCC(=O)OCc3ccccc3)cc2)cc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,164.5
66779,CCOC(=O)c1sc(C)nc1SC(=O)N(C)C,85.0
200044,Cc1nc2cccc3n(CCCCCNS(=O)(=O)C(F)(F)F)c(=O)c1n23,149.5
96800,CCCCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1F,211.0
156825,COc1ccc(CS[C@@H]2C[C@@H](CSCc3ccccc3)N(S(C)(=O)=O)C2)cc1,70.0
97993,COc1ccc(-c2nc(CCO)nc3cc(OC)c(OC)cc23)cc1OC,165.5
58238,CCONC(=O)c1c(Cl)ccc2cc(Cl)cnc12,140.0
40959,Cc1ccc(S(=O)(=S)OCCCCCCCCCCOS(=O)(=S)c2ccc(C)cc2)cc1,79.0
146248,CC(=O)NC[C@H]1CN(c2ccc(N(C)C=O)c(F)c2)C(=O)O1,116.5
110691,N#CCCCCCCCCn1nnc(-c2ccccc2)c1-c1ccccc1,77.5
69000,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCNCC1,186.0
213687,COC1=N/C(=C\c2c[nH]c3ncc(Cl)cc23)C(=O)N1c1ccccc1,227.5
154389,COc1cc(N(C)C(C)C)ccc1CN1C(=O)C(C)(c2ccccc2Cl)c2cc(Cl)ccc21,156.0
49291,CN(C)S(=O)(=O)c1cc2c(c(Cl)c1Cl)OC(CCl)C2,77.5
131908,O=C1Nc2ccc(F)c(F)c2C(C#Cc2ccccn2)(C(F)(F)F)N1,219.5
124305,Cc1nc(Oc2ccc(F)cc2)cc(Oc2ccc(F)cc2)n1,95.0
45780,O=c1c2c[nH]c3c(c-2nn1-c1ccc(Cl)cc1)CN(CCc1ccccc1)CC3,257.5
76470,CCCCCCCCN(O)C(=O)N(C)C,29.5
190641,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3ccccc3)CC1)N2,266.5
27640,CN(C/C=C\c1ccc(Cl)cc1)Cc1cccc2ccccc12,41.5
101110,C[C@H]1C=CC2=C[C@@H](O)C[C@H](OC(=O)C(C)(C)Oc3ccc(F)cc3)[C@@H]2[C@H]1CC[C@@H]1C[C@@H](O)CC(=O)O1,143.5
137676,CC(C)(C(=O)O)c1cn2nc(CCCN3CCC(OC(c4ccccc4)c4ccccc4)CC3)ccc2n1,200.0
55503,O=C1NCCCCC1Br,110.0
184666,Cc1cc(C(=O)N2CCC3(CC2)CSC2=C(O3)c3ccccc3C(=O)C2=O)n(C)n1,244.5
37930,O=C(NC(=O)c1cccnc1Cl)Nc1cc(Cl)c(OC(F)(F)C(Cl)Cl)c(Cl)c1,190.5
218630,CCNc1nc(SC)ncc1C(=O)O,188.0
171094,CC(=O)NNc1nc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(Cl)cc1,255.0
71554,Fc1ccc(Cn2c(NC3CCN(CCNc4nccs4)C3)nc3ccccc32)cc1,127.1
217872,Cc1nc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cs1,146.0
42839,CC(=O)Oc1ccc([C@@H]2O[C@H]2CO)cc1,60.0
208808,C/C(NC1CCCCC1)=C(\C#N)C(N)=S,143.0
5711,Fc1ccc(C(F)(F)C(F)(F)c2ccccc2)c(Br)c1,47.5
131885,CCOCCN(CCOCC)C(=O)c1n[nH]c2c(=O)[nH]c3cc(Cl)ccc3c(=O)c12,202.0
193696,CNC(=O)N(c1ccc(OC(F)(F)F)cc1)c1nc(OCC(F)(F)F)cc(OCC(F)(F)F)n1,124.0
151385,Oc1cc(OCC(O)COc2ccccc2)ccc1C(=S)c1ccc(-c2ccccc2)cc1,101.5
44614,C#CCO/N=C/c1cc(Cl)ccc1O,72.0
156184,ClCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,89.5
26482,c1ccc(-c2cc[nH]c2-c2ccccc2)cc1,130.5
77859,CC1(C)CCC(C)(C)c2c1ccc(Oc1ccc3c(c1Cc1ccc(CN)cc1)C(C)(C)CCC3(C)C)c2Cc1ccc(CN)cc1,78.0
1255,COc1ccc2c(c1)NC1(CCN(Cc3ccccc3)CC1)c1cccn1-2,123.5
29582,CCO/C(=N\O)C(=O)C1=Nc2ccccc2C(=O)N(C)C1,173.5
167423,Cc1c(NC(=O)c2ccc(-c3ccc4c(c3)CCCO4)cc2)ccc2cc(CN3CCCC3)cnc12,196.0
68162,COc1cc(CN2CCN(C(=O)c3ccc4c(c3)C(=O)C3(CC3)O4)CC2)cc(OC)c1OC,197.0
182322,C=Cc1cc([C@@H](C)NC(=O)/C=C/c2ccc(C(C)(C)C)cc2)cc(F)c1NS(C)(=O)=O,128.0
65647,CC1(C)Oc2cc3nonc3cc2C(NC(=O)CCl)C1O,233.0
152580,Cc1ccc2c(CC(=O)O)c(C(=O)c3ccc(Cl)cc3)[nH]c2c1,194.0
153090,CCCCN1CCC(CNC(=O)c2ccc(N)n3cc(CCC)nc23)CC1,172.0
222089,O[C@@H]1CN(Cc2ccccc2)C[C@H]1Oc1ccccc1,102.5
137159,CCOCC(C)(C)COc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(CN(C)C4CCOCC4)cc2)CCS3(=O)=O)cc1,209.5
146597,Cc1nc2c(cc1CCCO)c(=O)c(C(=O)NCc1ccc(Cl)cc1)cn2C,176.5
187322,COC(=O)c1cccc(CN2CCN(c3nc(C)c(C(C)=O)s3)C2=O)c1,123.0
129349,COC(=O)c1cc(I)c(F)c(I)c1Cl,155.0
157901,CC(C)c1cc2ncsc2cc1SC1=C(O)CC(CCc2ccc(F)cc2)(C(C)C)OC1=O,104.5
165319,CC(=O)Nc1nc(CCc2ccc(CO)cc2)cs1,163.5
74993,Nc1c(Cl)ncnc1NCc1ccccn1,140.3
15743,CC(C/C=C/C=C/CC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,209.5
88984,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1(O)CCCC1,215.0
23006,Clc1ccc(COC(CNc2ccc(Cl)c(Cl)c2)Cn2ccnc2)cc1,102.75
56455,CCC(=O)Nc1ccnn1-c1ncc(Cl)cc1Cl,120.0
55500,CC(C)C(=O)Oc1cccc2c1C(=O)c1c(O)cccc1C2C(=O)C1CCCCC1,146.0
29915,COc1cnn(CN(C(=O)CCl)c2c(C)cccc2C)c1,115.5
176557,CCCCCCc1ccc(/C(Cl)=C/c2ccc(Br)cc2)cc1,52.0
162070,Clc1ccccc1C1=NCc2nnc(Cc3ccccc3)n2-c2sc3c(c21)CCNC3,192.0
52422,CC(N)C(=O)N1CC(=O)N(CC(N)=O)C1(C)C,196.5
96771,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C(c2ccccc2)c2ccccc2)cc1,145.0
63262,CC1SCCCNC1=O,192.5
106493,CC(C)SC(Cc1ccc(OCCN(C)c2nc3ccccc3o2)cc1)C(=O)O,144.35000000000002
150900,Oc1cncc(Cl)c1CCCOc1cccnc1Oc1cccc(Cl)c1,95.5
49821,CC1(C)Cc2cccc(Oc3c(Cl)cc(N)cc3Cl)c2O1,142.5
148981,CC#CC(O)(C#CC)C1(Cl)CC(c2ccccc2)=CC=C1N,113.0
107183,CNS(=O)(=O)c1cccc(-c2ccc3cccc(N4CCN(C)CC4)c3c2)c1,147.75
205324,COc1cc2c(cc1OC)/C(=C\c1ccc(OP(=O)(O)O)cc1)C(=O)N2,219.0
2011,COc1ccc(-c2nnc(N3CCC(O)CC3)nc2-c2ccc(OC)cc2)cc1,106.5
148149,Brc1ccc2[nH]c(-c3ccccc3)c(CCN3CCCCC3)c2c1,121.5
83142,CCc1noc(-c2cn(-c3cc(Cl)ccc3OCc3ccccc3)cn2)n1,101.0
160017,O=c1c2ccccc2ncn1CCN1CCC(c2c[nH]c3ccccc23)CC1,90.0
199203,COc1cccc(/C=C/C(=O)CC(=O)/C=C/c2cccc(OC)c2OC)c1OC,118.5
12648,CNC(=O)C1=C(c2ccccc2)OC(c2ccccc2)CC1=O,213.0
46947,CCCCCCCCCC(O)Cc1ccc(O)c(O)c1,57.0
49578,CC(C)c1cc(C(C)(C)C)cc(C=O)c1O,129.0
76587,CCNC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,125.5
87190,COc1cccc(CS[C@H]2C[C@@H](C(N)=O)N(C)C2)c1,113.5
107217,N#Cc1cc(C(N)=O)ccc1Cl,193.0
127219,O=C(O)Cc1ccc(-c2ccc(-c3ccccc3)cc2)o1,203.0
28287,COc1ccc(CSCC(C(=O)O)C(F)(F)F)cc1,73.0
21162,CSC[C@H](NCc1cc(Br)cc(Br)c1N)C(=O)O,240.0
134618,COC(=O)c1ccc(C2=N[C@H]3CCCC[C@H]3c3cc(OC)c(OC)cc32)cc1,122.0
191415,CC(C)C1Cc2cnc3c(c2C1(O)CCN)CCO3,142.5
140350,CCCc1ccc2c(C(=O)O)ccc(OC)c2n1,215.5
184234,CC(C)Oc1ccc(C(=O)n2nc(Nc3cccc(N4CCCCC4)c3)nc2N)cc1,122.5
63936,c1csc(-c2cnc(-c3cccs3)s2)c1,93.4
35783,Cc1nn(C)c(OC(=O)C(Cl)=C(Cl)Cl)c1C(=O)c1ccc(Cl)cc1Cl,141.5
82828,Cc1cc2c(s1)S(=O)CCc1cc(=O)n(-c3ccc(Cl)cc3)nc1-2,174.5
138194,CNC(=O)C(CCn1c(COc2ccc(Cl)cc2)nc2c(C)cccc21)Cc1ccccc1,169.75
8723,Cn1c([N+](=O)[O-])cnc1C1=NO[C@@H]2CCCCCC[C@@H]12,107.5
14197,Cc1cc(C)c(F)cc1F,30.5
121625,CC(C)(CO)C(O)(Cn1cncn1)c1ccc(F)cc1F,117.0
222413,CCOc1ccccc1N(C[C@H]1CC[C@H](CN(C(=O)Nc2ccc(N(C)C)cc2)c2ccccc2OCC)CC1)C(=O)Nc1ccc(N(C)C)cc1,204.0
98279,CCOC(=O)c1ccc2c(c1)C(=O)c1nc3ccccc3c(=O)n1-2,271.6
190153,O=[N+]([O-])c1ccc(/N=N/c2ccc(O)c(CO)c2)cc1,178.5
103480,Nc1c[nH]c(=S)n1C1CCc2ccccc2C1,170.0
17559,O=C(c1ccccc1)c1c(-c2ccccc2)sc2cc(O)ccc12,221.5
91167,N#C/N=C(\NCCO)NCc1ccc(-c2csc(N=C(N)N)n2)o1,208.5
82220,COCCNC(=O)c1ccc(SC)c([N+](=O)[O-])c1,117.5
114689,CN1C(=O)CN(CCc2ccccc2)C1=O,113.5
124132,N=C(NO)C1C=Cc2ccccc2N1C(=O)c1ccccc1,177.0
94569,CC(C)(C)c1cc(-c2nnc(NS(C)(=O)=O)s2)cc(C(C)(C)C)c1O,293.5
137473,COc1ccc(C=O)c(OCCO)c1,94.0
43020,CC(=O)Nc1ccc(OC(F)(F)C(F)F)cc1,121.5
203699,COc1cc(OC)cc(-c2oc3ncnc(N4CCCCC4)c3c2-c2ccccc2)c1,152.5
78992,Cc1cc(-n2cncn2)c2cccc(C)c2n1,99.5
185664,CSC(Oc1cc(I)c2ncc(Br)cc2c1)C(=O)NC(C)(C)C,171.5
81883,COc1cc(-n2c(C#N)c3n(c2=O)CCCC3)c(F)cc1Cl,174.0
191438,CCc1nn2ccc3c(c2c1C(C)CNC(C)=O)CCO3,152.0
22719,Cc1cccc(-c2c[nH]c(=O)c(C#N)c2)c1,257.25
60106,COc1ccc(/C=C/C(=O)N(C)O)cc1OC,150.0
19451,CC(=O)Oc1ccc(CCc2ccc(OC(C)=O)cc2)cc1,115.5
99693,Cc1cc(C)cc(COC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)c2ccccc2)c1,133.5
198176,COC(=O)C1(Nc2ccccc2)CCN(CCc2ccccc2)CC1,235.0
49914,COc1cc2cc(C(=O)NO)sc2cc1OC,179.5
159822,CC(C)(C)c1ccc(-c2ccc(COc3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)c(F)c2)cc1,163.0
55490,CCCn1c(=O)c2[nH]c(-c3ccoc3)nc2n(CCC)c1=O,244.5
149575,CS(=O)(=O)c1ccc(-c2oc(C(F)F)cc(=O)c2-c2ccc(Cl)cc2)cc1,169.0
33808,OC(CCl)COc1ccc2c(c1)OCC(c1ccccc1)C2,75.0
75122,COC(=O)CN1Cc2cc(C(=O)c3cccnc3)ccc2N=C1SC,113.6
153931,C[C@@H](S[C@H]1CO[C@H](C2([N+](=O)[O-])C=CC(C(=O)Nc3ccccc3)=CC2)OC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,189.0
107824,CCCCCCCCCCCCC#CCC(COC(C)=O)(COC(C)=O)NC(C)=O,96.0
206201,CC(C)OC(=O)Nc1ccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)s1,212.5
176810,CCC(O)C1C(N2CCN(C)CC2)=Nc2ccccc2N=C1N1CCN(C)CC1,164.5
29026,CC(C)C(C(=O)O)c1ccc(Cl)cc1,88.5
219550,O=C(O)c1ccccc1N1C(=O)C=CC1=O,166.5
155253,Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1COc1ccc(OCC(=O)O)cc1,137.0
199534,Cc1nc2c(N)nc3cc(OCCC4CCN(C(=O)NC5CCCCC5)CC4)ccc3c2n1CC(C)C,214.7
192351,COc1cn(-c2ccc(OC(F)(F)F)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,117.5
146733,CCOC(=O)C1CC/C(=C(/C#N)C(=O)c2ccc(Cl)cc2)N1,109.0
114903,S=c1c2cccnc2c(-c2cccc(Cl)c2)nn1Cc1ccccc1,132.0
208917,Oc1ccc(-c2nn(-c3ccc(Br)cc3)c3cc(O)ccc23)c(O)c1,246.0
59208,CCCn1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c2cccnc21,97.5
215211,O=C(CC(O)(c1cc(Cl)cc(Cl)c1)C(F)(F)F)c1ccc(-n2cncn2)nc1,135.5
21015,COc1ccc(C(CN)C(CN)c2ccc(Cl)cc2)cc1,125.5
105604,CN(C(=O)c1cccc(C=O)c1)c1cccc(F)c1,117.0
85566,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,247.0
26413,Cc1ccccc1C(=O)Nn1cc(-c2ccccc2)nc1S,159.5
139234,Cc1ccc(S(=O)(=O)N2CCCC2c2cccc(F)c2)cc1,116.0
1729,COc1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1OC,225.0
85972,CCCCc1c(C(=O)c2ccc(O)cc2)c2cc([N+](=O)[O-])ccc2n1C,198.0
