SMILES,Tm
Oc1ccc2ccccc2c1,396.15
O=C(C)c1ccccc1C#N,321.15
O=C(C)c1ccc(C#N)cc1,331.15
O=C(C)c1cccc(C#N)c1,371.15
ClCCC(Cl)Cl,214.15
CC(=O)OCCOC(=O)C,232.15
Clc1cccc(Cl)c1,248.15
Clc1ccccc1Cl,256.15
ClCC(Cl)CCl,258.15
O=C(C)c1ccc(C=C)cc1,310.15
CC(O)(C#C)c1ccccc1,321.15
Clc1ccc(Cl)cc1,326.15
OC(=O)CCCCC(=O)O,426.15
O=C(N)c1ccccc1C#N,445.15
O=C(N)c1cccc(C#N)c1,496.15
O=C(N)c1ccc(C#N)cc1,497.15
O=C(N)c1cccc(C=C)c1,406.15
O=C(N)c1ccccc1C=C,425.15
O=C(N)c1ccc(C=C)cc1,443.15
OC(=O)c1ccc(C#N)cc1,494.15
OC(=O)c1cccc(C#N)c1,496.15
CCc1cc(C)cc(CC)c1,199.15
CCCc1cc(C)cc(C)c1,214.15
Cc1ccccc1C(C)(C)C,223.15
Cc1cc(C)cc(C)c1CC,257.15
Cc1cc(C)c(C)cc1CC,259.15
O=C(CCC)c1ccccc1,285.15
COc1ccc(/C=C/C)cc1,296.15
O=C(C)c1ccc(C=O)cc1,306.15
Cc1cc(C)c(C)c(C)c1C,327.15
OC(=O)c1cccc(C=C)c1,369.15
O=[N+]([O-])c1ccccc1C#N,382.15
O=[N+]([O-])c1cc(C#N)ccc1,390.15
O=C(O)/C=C/c1ccccc1,406.15
OC(=O)c1ccc(C=C)cc1,415.15
O=[N+]([O-])c1ccc(C#N)cc1,422.15
Nc1ccc(CCCC)cc1,259.15
O=[N+]([O-])c1cc(C=C)ccc1,268.15
O=[N+]([O-])c1ccccc1C=C,286.15
CC(C)(C)c1ccc(N)cc1,288.15
O=[N+]([O-])c1ccc(C=C)cc1,302.15
CN(C)c1ccc(C=O)cc1,348.15
O=C(N)c1ccc(C=O)cc1,348.15
BrC(CC)CC,147.14999999999998
BrC(C)CCC,177.14999999999998
BrCCCCC,185.15
O=C(OCC)c1ccccc1,239.15
Oc1ccccc1CCCC,253.15
O=C(C)Oc1cc(C)ccc1,285.15
O=C(Oc1ccccc1)CC,293.15
Oc1ccc(CCCC)cc1,295.15
COC(=O)c1ccc(C)cc1,310.15
COc1ccc(cc1)C(C)=O,311.15
CC(C)(C)c1cc(O)ccc1,314.15
OCc1ccc(cc1)C(C)=O,327.15
OC(=O)c1ccccc1C=O,370.15
CC(C)(C)c1ccc(O)cc1,373.15
OC(=O)c1cccc(C=O)c1,448.15
OC(=O)c1ccc(C=O)cc1,520.15
Cc1c(C)cccc1[N+](=O)[O-],282.15
Cc1cccc(C)c1[N+](=O)[O-],289.15
Clc1ccccc1CC#N,297.15
Nc1ccccc1C(=O)OC,297.15
Clc1ccc(CC#N)cc1,304.15
O=[N+]([O-])c1ccccc1C=O,319.15
O=[N+]([O-])c1cc(C=O)ccc1,332.15
Cc1cc(C)cc(c1)[N+](=O)[O-],347.15
O=C(C)Oc1ccc(N)cc1,347.15
NC(Cc1ccccc1)CO,365.15
O=[N+]([O-])c1ccc(C=O)cc1,381.15
COc1cc(ccc1)C(N)=O,406.15
OCc1ccc(cc1)C(N)=O,408.15
Oc1cccc(NC(C)=O)c1,419.15
OCc1ccccc1C(N)=O,423.15
COc1ccc(cc1)C(N)=O,438.15
Oc1ccc(NC(C)=O)cc1,442.15
Oc1ccccc1NC(C)=O,480.15
C#CCCCCCCCCC,248.15
ClC(Cl)(Cl)Cl,250.15
ClCC=Cc1ccccc1,254.15
Oc1ccccc1C(=O)OC,266.15
O=C(C)Oc1cccc(O)c1,328.15
O=C(C)Oc1ccccc1O,330.15
O=C(C)Oc1ccc(O)cc1,335.15
Oc1cc(ccc1)C(=O)OC,347.15
O=C(O)COc1ccccc1,373.15
COc1cc(ccc1)C(=O)O,376.15
OCc1cccc(c1)C(=O)O,388.15
OCc1ccccc1C(=O)O,399.15
Oc1ccc(cc1)C(=O)OC,401.15
CC2(C)C1CC(=O)C2(C)CC1,450.15
OCc1ccc(cc1)C(=O)O,455.15
Nc1ccc(cc1N)C(=O)O,488.15
Nc1cc(cc(N)c1)C(=O)O,508.15
COc1ccccc1[N+]([O-])=O,283.15
O=[N+]([O-])c1cc(CO)ccc1,305.15
COc1cccc(c1)[N+]([O-])=O,311.15
O=[N+]([O-])c1ccccc1CO,345.15
O=[N+]([O-])c1ccc(CO)cc1,367.15
CC(C)c1ccccc1Cl,199.15
CCCCCCC1CCCC1,200.15
CCCCCCCCC(=C)C,222.15
C=CCCCCCCCCC,224.15
CC(C)c1ccc(Cl)cc1,261.15
C1CCCCCCCCCC1,266.15
O=C(C)c1ccc(Cl)cc1,291.15
O=C1CCCCCCCCC1,297.15
COc1cc(O)cc(OC)c1,320.15
O=C1CCC(CC1)C(C)(C)C,322.15
COc1cccc(OC)c1O,328.15
c1cc(ccc1)c2ccccc2,342.15
COc1cc(O)ccc1OC,356.15
Nc1cc(ccc1O)[N+]([O-])=O,416.15
OC(=O)c1cc(O)ccc1O,478.15
C[C@]12CC[C@H](C[C@@H]1O)C2(C)C,480.15
C[C@]12CC[C@H](C[C@H]1O)C2(C)C,487.15
OC(=O)c1ccc(O)cc1O,498.15
O=C(N)c1cc(Cl)ccc1,409.15
O=C(N)c1ccccc1Cl,416.15
O=C(N)c1ccc(Cl)cc1,446.15
CCCCCCCC(C)CC,197.15
CCCCCCCCC(C)C,224.15
Brc1ccccc1,242.15
CC(=O)CCCCCCCC,276.15
ClCCOc1ccccc1,301.15
N#CCc1cccc(c1)CC#N,306.15
CC(C)C1CCC(C)CC1O,318.15
N#CCc1ccccc1CC#N,332.15
Cc1cc(O)c(Cl)cc1C,344.15
Oc1cc(C)c(Cl)c(C)c1,388.15
OC(=O)c1ccccc1Cl,412.15
OC(=O)c1cc(Cl)ccc1,429.15
OC(=O)c1ccc(Cl)cc1,513.15
CCCCCCCCCCN,289.15
O=[N+]([O-])c1ccccc1Cl,307.15
O=[N+]([O-])c1cc(Cl)ccc1,316.15
COc1ccc(N)cc1Cl,323.15
Nc1ccc(Cl)cc1OC,324.15
COc1ccc(Cl)cc1N,356.15
O=[N+]([O-])c1ccc(Cl)cc1,357.15
O=S(=O)(N)c1ccccc1,424.15
O=C(CCC)OCCCCC,200.15
CCCCCOCCCCC,204.15
O=C(CCCCCC)OCC,207.15
CCCCCCC(O)CCC,262.15
CCCCCCCC(O)CC,268.15
CC(O)CCCCCCCC,271.15
CCCCCC(O)CCCC,281.15
O=C(O)CCCCCCCC,285.15
SCc1ccc(Cl)cc1,292.15
CC(=C)c1ccc(cc1)C(=C)C,339.15
O=C(CC(=O)OCC)OCC,223.15
CCCCCCCCCS,253.15
ClC(Cl)c1ccccc1,257.15
Cc1cc(Cl)c(Cl)cc1,258.15
Clc1ccc(Cl)c(C)c1,278.15
c1cc(ccc1)C2CCCCC2,278.15
Cc1cccc(Cl)c1Cl,279.15
ClCc1ccc(Cl)cc1,303.15
Nc1cccc(Cl)c1Cl,297.15
Clc1cccc(Cl)c1N,313.15
Clc1ccc(Cl)c(N)c1,323.15
COC(=O)c1ccccc1C#N,323.15
Nc1cc(Cl)cc(Cl)c1,326.15
O=C(C)Oc1ccc(cc1)C#N,330.15
O=C(C)Oc1cc(ccc1)C#N,333.15
Clc1cc(Cl)c(N)cc1,334.15
COC(=O)c1cccc(c1)C#N,338.15
Nc1cc(Cl)c(Cl)cc1,345.15
N#CCc1ccccc1C(=O)O,388.15
N#CCc1ccc(cc1)C(=O)O,465.15
CCCCCCc1ccccc1,212.15
BrC(Cl)Cl,218.15
CCCCCCCCCCl,234.15
Clc2cccc1ccccc12,253.15
O=C(C)Oc1ccc(cc1)C=C,281.15
O=C(/C=C/c1ccccc1)OC,309.15
COC(=O)c1ccc(cc1)C=C,309.15
O=C(C)c1cccc(c1)C(C)=O,309.15
O=C(C)c1ccccc1C(C)=O,313.15
Clc1cc(Cl)c(O)cc1,316.15
Clc1ccc(Cl)c(O)c1,330.15
Oc1cccc(Cl)c1Cl,332.15
O=C(CC(C)=O)c1ccccc1,332.15
O=[N+]([O-])c1cc(CC#N)ccc1,336.15
Clc1cccc(Cl)c1O,340.15
Oc1cc(Cl)c(Cl)cc1,340.15
Oc1cc(Cl)cc(Cl)c1,341.15
O=C(C)c1ccc(cc1)C(C)=O,385.15
O=[N+]([O-])c1ccc(CC#N)cc1,389.15
Cc1c(C)c(C)c(C)c(C)c1C,437.15
O=C(N)c1ccccc1C(C)=O,395.15
O=C(C)Nc1ccc(cc1)C=O,433.15
CC(C)CC(Br)C,179.14999999999998
BrCCCCCC,188.15
CC(C)(O)CCc1ccccc1,305.15
O=C(C)Oc1ccccc1C=O,311.15
CCOc1ccc(cc1)C(C)=O,312.15
COC(=O)c1cccc(c1)C=O,331.15
OC(=O)c1ccccc1C(C)=O,389.15
OC(=O)c1cccc(c1)C(C)=O,445.15
OC(=O)c1ccc(cc1)C(C)=O,482.15
O=C(N)c1ccccc1C(N)=O,495.15
O=C(N)c1cccc(c1)C(N)=O,553.15
O=C(N)c1ccc(cc1)C(N)=O,605.15
Nc1ccccc1C(=O)OCC,287.15
O=[N+]([O-])c1ccccc1C(C)=O,303.15
O=[N+]([O-])c1cc(ccc1)C(C)=O,351.15
O=[N+]([O-])c1ccc(cc1)C(C)=O,353.15
Nc1ccc(cc1)C(=O)OCC,362.15
OC(=O)c1ccccc1C(N)=O,427.15
OC(=O)c1cccc(c1)C(N)=O,553.15
OC(=O)c1ccc(cc1)C(N)=O,573.15
ClCC(Cl)(Cl)Cl,203.15
ClC(Cl)C(Cl)Cl,229.15
C1C=CCCCCCCCCC1,273.15
C1CC(CCC1)C2CCCCC2,277.15
O=C(C)Oc1ccc(cc1)OC,305.15
COc1cc(ccc1OC)C=O,317.15
COc1cc(cc(OC)c1)C=O,320.15
OCc1ccc(cc1)C(=O)OC,324.15
COc1cccc(C=O)c1OC,325.15
COc1ccc(cc1C=O)OC,325.15
Oc1ccc(OCCCC)cc1,338.15
COc1cc(ccc1C=O)OC,345.15
c1cccc2Cc3ccccc3c12,387.15
O=[N+]([O-])c1cc(ccc1)C(N)=O,416.15
O=[N+]([O-])c1ccccc1C(N)=O,449.15
O=[N+]([O-])c1ccc(cc1)C(N)=O,474.15
OC(=O)c1ccccc1C(=O)O,483.15
OC(=O)c1ccc(cc1)C(=O)O,573.15
OC(=O)c1cccc(c1)C(=O)O,615.15
CCCCCCCCCCC#N,267.15
O=[N+]([O-])c1cc(ccc1)C(=O)O,415.15
O=[N+]([O-])c1ccccc1C(=O)O,421.15
O=[N+]([O-])c1ccc(cc1)C(=O)O,514.15
CCCCCCCC1CCCC1,220.15
CCCCCCC1CCCCC1,230.15
CC(=C)CCCCCCCCC,233.15
Cc2ccccc2c1ccccc1,273.15
c1ccccc1Cc2ccccc2,298.15
COc1c(cccc1OC)OC,318.15
COc1cc(cc(OC)c1)OC,326.15
C1CCCCCCCCCCC1,334.15
O=[N+]([O-])c1cccc(c1)[N+]([O-])=O,362.15
O=[N+]([O-])c1ccccc1[N+]([O-])=O,391.15
Oc1ccc(O)cc1CC(=O)O,400.15
O=[N+]([O-])c1ccc(cc1)[N+]([O-])=O,446.15
Nc1cc(ccc1)c2ccccc2,306.15
Nc2ccccc2c1ccccc1,322.15
Nc1ccc(cc1)c2ccccc2,327.15
Clc1ccc(NC(C)=O)cc1,451.15
CCCCCCCCC(C)CC,215.15
CC(C)CCCCCCCCC,226.15
Cc1cc(Br)ccc1,233.15
BrCc1ccccc1,271.15
Clc1ccc(OC(C)=O)cc1,282.15
CC(=O)CCCCCCCCC,286.15
CCC(=O)CCCCCCCC,286.15
CCCCCC(=O)CCCCC,288.15
Clc1cc(ccc1)C(=O)OC,294.15
Cc1ccc(Br)cc1,298.15
c1ccccc1Oc2ccccc2,301.15
Clc1ccc(cc1)C(=O)OC,317.15
Oc2ccccc2c1ccccc1,333.15
Oc1cc(ccc1)c2ccccc2,351.15
Clc1cc(CC(=O)O)ccc1,351.15
Clc1ccccc1CC(=O)O,368.15
Clc1ccc(CC(=O)O)cc1,376.15
Oc1ccc(cc1)c2ccccc2,440.15
ClCc1ccc(cc1)C(=O)O,474.15
O=[N+]([O-])c1cc(C)ccc1Cl,280.15
Nc1cc(Br)ccc1,290.15
Nc1ccccc1Br,303.15
Cc1c(cccc1Cl)[N+]([O-])=O,309.15
Cc1ccc(Cl)cc1[N+]([O-])=O,312.15
O=[N+]([O-])c1cc(CCl)ccc1,320.15
O=[N+]([O-])c1ccccc1CCl,321.15
Cc1ccc(cc1Cl)[N+]([O-])=O,333.15
Nc1ccc(Br)cc1,336.15
Clc1cc(C#N)cc(Cl)c1,337.15
O=[N+]([O-])c1ccc(CCl)cc1,346.15
Cc1ccc(cc1)S(=O)(N)=O,412.15
N#Cc1c(Cl)cccc1Cl,416.15
BrCBr,220.15
O=C(CCCCCCC)OCC,226.15
O=C(C=C/C(=O)OCC)OCC,263.15
CC(O)CCCCCCCCC,273.15
O=C(/C=C/C(=O)OCC)OCC,275.15
Oc1ccccc1Br,278.15
Oc1cc(Br)ccc1,304.15
O=C(O)CCCCCCCCC,305.15
COc1cc(cc(Cl)c1)OC,307.15
Oc1ccc(Br)cc1,339.15
O=[N+]([O-])c1cc(N)ccc1Cl,373.15
Nc1ccc(cc1Cl)[N+]([O-])=O,381.15
Nc1cc(ccc1Cl)[N+]([O-])=O,391.15
Nc1ccc(Cl)cc1[N+]([O-])=O,391.15
Oc1ccc(Cl)cc1C(=O)O,444.15
OC(=O)c1ccc(Cl)cc1O,483.15
Oc1ccc(cc1Cl)[N+]([O-])=O,379.15
O=C(CCC(=O)OCC)OCC,253.15
O=C(CCCCC(=O)OC)OC,281.15
Clc1ccc(C=O)cc1Cl,317.15
O=Cc1c(Cl)cccc1Cl,344.15
O=Cc1ccc(Cl)cc1Cl,346.15
ClCc1ccc(CCl)cc1,373.15
O=C(O)CCCCCCC(=O)O,417.15
N#CCc1ccccc1C(=O)OC,321.15
Nc1ccc(cc1)C2CCCCC2,326.15
O=C(OCC)c1ccc(cc1)C#N,327.15
O=C(OCC)c1cccc(c1)C#N,329.15
N#CCc1ccc(cc1)C(=O)OC,337.15
O=C(OCC)c1ccccc1C#N,341.15
CCCCC/C=CBr,175.14999999999998
CCCCCCCCCCCl,242.15
O=C(/C=C/c1ccccc1)OCC,280.15
COc1c(Cl)cccc1Cl,283.15
Clc1c(OC)cccc1Cl,304.15
Clc1cc(OC)cc(Cl)c1,313.15
O=C1CCC(=O)N1Br,453.15
BrCCCCCCC,217.15
O=C(OCCCC)c1ccccc1,261.15
O=C(C)Oc1cc(ccc1)C(C)=O,317.15
O=C(C)Oc1ccc(cc1)C(C)=O,327.15
C(#Cc1ccccc1)c2ccccc2,333.15
O=C(COC(C)=O)c1ccccc1,362.15
COC(=O)c1ccc(cc1)C(C)=O,368.15
O=C(O)c1ccc(CCCC)cc1,373.15
N#Cc2ccccc2c1ccccc1,311.15
N#Cc1cccc(c1)c2ccccc2,322.15
N#Cc1ccc(cc1)c2ccccc2,359.15
COC(=O)c1ccccc1C(N)=O,373.15
CCOc1ccc(cc1)NC(C)=O,408.15
O=C(C)Oc1ccccc1C(N)=O,411.15
O=C(C)Oc1cc(ccc1)C(N)=O,413.15
COC(=O)c1cccc(c1)C(N)=O,421.15
O=C(C)Oc1ccc(cc1)C(N)=O,452.15
O=C(C)Nc1ccccc1C(=O)O,457.15
COC(=O)c1ccc(cc1)C(N)=O,479.15
O=C(C)Nc1ccc(cc1)C(=O)O,532.15
CC(Cl)C(Cl)(Cl)Cl,208.15
C#CCCCCCCCCCCC,268.15
COc1ccc(cc1)C(=O)OCC,280.15
Clc1cc(Cl)c(Cl)cc1,290.15
COc1ccc(cc1C(C)=O)OC,293.15
COc1cc(cc(OC)c1)C(C)=O,307.15
COc1cc(ccc1C(C)=O)OC,314.15
COc1cc(ccc1OC)C(C)=O,324.15
Clc1cccc(Cl)c1Cl,328.15
Clc1cc(Cl)cc(Cl)c1,338.15
COC(=O)c1ccccc1C(=O)O,356.15
O=C2C=CC=C1c3ccccc3C=C12,357.15
C(=C/c1ccccc1)c2ccccc2,397.15
O=C(C)Oc1cc(ccc1)C(=O)O,406.15
OC(=O)c1cccc(C(C)=O)c1O,414.15
COC(=O)c1cccc(c1)C(=O)O,439.15
O=C(C)Oc1ccc(cc1)C(=O)O,467.15
COC(=O)c1ccc(cc1)C(=O)O,494.15
O=[N+]([O-])c1ccccc1C(=O)OC,260.15
C1CCCCC1NC2CCCCC2,271.15
N#Cc1cc(Br)ccc1,312.15
O=C(C)Oc1ccccc1[N+]([O-])=O,313.15
O=C(C)Oc1cccc(c1)[N+]([O-])=O,327.15
N#Cc1ccccc1Br,328.15
O=C(C)Oc1ccc(cc1)[N+]([O-])=O,351.15
O=[N+]([O-])c1cc(ccc1)C(=O)OC,353.15
O=[N+]([O-])c1ccc(cc1)C(=O)OC,369.15
N#Cc1ccc(Br)cc1,384.15
O=[N+]([O-])c1cc(CC(=O)O)ccc1,392.15
CCCCCCCCC1CCCC1,229.15
CCCCCCCC1CCCCC1,242.15
CCCCCCCCCCC(=C)C,242.15
CCc1cccc(c1)c2ccccc2,245.15
Cc2cccc(Cc1ccccc1)c2,245.15
C=CCCCCCCCCCCC,250.15
CC(c1ccccc1)c2ccccc2,255.15
CCc2ccccc2c1ccccc1,267.15
Cc2ccc(Cc1ccccc1)cc2,278.15
BrC=Cc1ccccc1,280.15
Cc1cccc(c1)c2cc(C)ccc2,280.15
Cc2ccccc2Cc1ccccc1,280.15
Cc2ccccc2c1ccccc1C,291.15
C1CCCCCCCCCCCC1,296.15
O=C(c1ccccc1)c2ccccc2,321.15
C(Cc1ccccc1)c2ccccc2,324.15
O=[N+]([O-])c1cc(C)ccc1[N+]([O-])=O,329.15
O=[N+]([O-])c1cccc(C)c1[N+]([O-])=O,333.15
O=C1CCCCCCCCCCC1,333.15
O=Cc1ccc(cc1)c2ccccc2,333.15
Cc1c(cccc1[N+](=O)[O-])[N+]([O-])=O,338.15
Cc1ccc(cc1[N+](=O)[O-])[N+]([O-])=O,342.15
N(=N/c1ccccc1)c2ccccc2,342.15
Cc1ccc(cc1)c2ccc(C)cc2,394.15
Clc1cc(/C=C/C(=O)O)ccc1,432.15
Clc1ccccc1/C=C/C(=O)O,481.15
Clc1ccc(/C=C/C(=O)O)cc1,521.15
NC(c1ccccc1)c2ccccc2,285.15
COc1ccc(cc1[N+]([O-])=O)OC,344.15
O=Cc1ccc(cc1Cl)N(C)C,353.15
COc1cc(ccc1OC)[N+]([O-])=O,370.15
O=[N+]([O-])c1cccc([N+]([O-])=O)c1N,406.15
O=[N+]([O-])c1cc(cc(N)c1)[N+]([O-])=O,434.15
O=[N+]([O-])c1cc(ccc1N)[N+]([O-])=O,450.15
CC(I)CC,169.14999999999998
CC(CCCCCCCCC)CC,220.15
CCc1ccc(Br)cc1,230.15
CC(C)CCCCCCCCCC,247.15
Cc1ccc(Br)c(C)c1,256.15
Cc1cccc(C)c1Br,263.15
Cc1cc(Br)c(C)cc1,283.15
CC(=O)CCCCCCCCCC,294.15
O=Cc1ccccc1Br,295.15
COc2ccccc2c1ccccc1,304.15
OCc1ccc(cc1)c2ccccc2,319.15
OCc2ccccc2c1ccccc1,323.15
OCc1cccc(c1)c2ccccc2,328.15
O=Cc1ccc(Br)cc1,330.15
OC(c1ccccc1)c2ccccc2,339.15
OC1CCCCCCCCCCC1,349.15
O=[N+]([O-])c1cc(ccc1O)[N+]([O-])=O,381.15
CCCCN(CCCC)CCCC,203.15
Cc1cc(Br)c(N)cc1,287.15
Cc1cc(Br)ccc1N,325.15
Nc1ccc(Br)c(C)c1,352.15
BrC(Br)C,210.15
Sc1ccccc1,233.15
BrCCBr,283.15
COc1ccc(Br)cc1,283.15
CC(O)CCCCCCCCCC,292.15
OCc1ccc(Br)cc1,349.15
COS(=O)(=O)c1ccc(C)cc1,352.15
OCc1ccccc1Br,354.15
Oc2ccccc2c1ccccc1O,382.15
OC(=O)c1ccc(Cl)cc1OC,419.15
Oc1ccc(cc1)c2ccc(O)cc2,551.15
O=[N+]([O-])c1cc(ccc1Cl)OC,317.15
COc1c(cccc1Cl)[N+]([O-])=O,331.15
O=[N+]([O-])c1ccc(Cl)cc1OC,344.15
O=C(C)c1cc(Cl)ccc1Cl,285.15
Clc1cc(ccc1)c2ccccc2,291.15
O=C(C)c1ccc(Cl)cc1Cl,307.15
Clc2ccccc2c1ccccc1,307.15
O=C(c1ccccc1)C2CCCCC2,328.15
Clc1ccc(cc1Cl)C(C)=O,346.15
Clc1ccc(cc1)c2ccccc2,351.15
O=C(N)c1c(Cl)cccc1Cl,471.15
CCCCCCCCCCCCl,256.15
Clc1ccc(Br)cc1,340.15
Cc1ccc(cc1)S(=O)(Cl)=O,342.15
OC(=O)c1c(Cl)cccc1Cl,417.15
OC(=O)c1cc(Cl)ccc1Cl,429.15
OC(=O)c1ccc(Cl)cc1Cl,432.15
Clc1cc(cc(Cl)c1)C(=O)O,459.15
Clc1ccc(cc1Cl)C(=O)O,481.15
O=[N+]([O-])c1ccc(Cl)cc1Cl,304.15
Clc1ccc(cc1Cl)[N+]([O-])=O,314.15
O=[N+]([O-])c1cc(Cl)ccc1Cl,329.15
Clc1c(cccc1Cl)[N+]([O-])=O,335.15
O=S(N)(=O)c1ccc(Cl)cc1,418.15
BrCCCCCCCC,218.15
CC(=O)c1ccc(cc1)C(=O)OCC,328.15
N#Cc2ccc(Cc1ccccc1)cc2,324.15
ClC(Cl)(Cl)c1ccccc1,265.15
ClCc1ccc(Cl)cc1Cl,270.15
CCCCCCCCCCCCC#C,273.15
O=C(C)Oc1cc(ccc1)C(=O)OC,302.15
CC=C(/c1ccccc1)c2ccccc2,322.15
O=C(C)Oc1ccccc1C(=O)OC,325.15
O=C(C)Oc1ccccc1OC(C)=O,337.15
O=C(O)c1cccc(c1)C(=O)OCC,382.15
O=C(C)Oc1ccc(cc1)OC(C)=O,398.15
O=C(O)c1ccc(OCCCC)cc1,420.15
Brc1ccccc1CC#N,272.15
Brc1cc(CC#N)ccc1,301.15
Brc1ccc(CC#N)cc1,321.15
O=[N+]([O-])c1ccc(cc1)C(=O)OCC,331.15
CCCCCCCCCC1CCCC1,244.15
CCc2ccc(Cc1ccccc1)cc2,249.15
CC(=C)CCCCCCCCCCC,251.15
C(CCc1ccccc1)c2ccccc2,252.15
CCCCCCCCC1CCCCC1,253.15
CCc2ccccc2Cc1ccccc1,262.15
CCc2cccc(Cc1ccccc1)c2,264.15
CC(Cc1ccccc1)c2ccccc2,273.15
CCC(c1ccccc1)c2ccccc2,287.15
CC(C)(c1ccccc1)c2ccccc2,302.15
Cc1ccc(cc1)Cc2ccc(C)cc2,302.15
O=C(C)c1cccc(c1)c2ccccc2,309.15
COc1c(OC)c(ccc1OC)C=O,313.15
COc1cc(cc(OC)c1)C(=O)OC,316.15
C1CCCCCCCCCCCCC1,327.15
O=C(C)c2ccccc2c1ccccc1,329.15
COc1cc(ccc1OC)C(=O)OC,333.15
O=[N+]([O-])c1cc(ccc1C=O)[N+]([O-])=O,339.15
COc1c(cc(cc1OC)C=O)OC,348.15
COc1cc(OC)c(cc1OC)C=O,387.15
O=[N+]([O-])c1cccc(c1C=O)[N+]([O-])=O,392.15
COc1cc(cc(OC)c1C=O)OC,393.15
O=C(C)c1ccc(cc1)c2ccccc2,395.15
O=C(Nc1ccccc1)c2ccccc2,436.15
O=C(N)c2ccccc2c1ccccc1,450.15
O=C(N)c1ccc(cc1)c2ccccc2,496.15
CC(C)c1ccccc1Br,214.15
CC(CCCCCCCCCC)CC,235.15
CC(C)CCCCCCCCCCC,248.15
CC(C)c1ccc(Br)cc1,251.15
Cc1cc(C)c(Br)c(C)c1,275.15
C(OCc1ccccc1)c2ccccc2,276.15
CCCCCCCCCCCCC=O,288.15
O=C(C)c1ccc(Br)cc1,324.15
O=C(Oc1ccccc1)c2ccccc2,343.15
Cc1cc(C)c(Br)cc1C,344.15
COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,361.15
OC(=O)c2ccccc2c1ccccc1,388.15
OC(=O)c1cccc(c1)c2ccccc2,440.15
OC(=O)c1ccc(cc1)c2ccccc2,500.15
O=[N+]([O-])c2ccccc2c1ccccc1,310.15
CN(C)c1ccc(Br)cc1,328.15
O=[N+]([O-])c1cc(ccc1)c2ccccc2,335.15
O=[N+]([O-])c1ccc(cc1)c2ccccc2,387.15
O=C(N)c1cc(Br)ccc1,428.15
O=C(N)c1ccccc1Br,433.15
O=C(N)c1ccc(Br)cc1,464.15
BrC(C)CBr,218.15
BrCCCBr,239.15
CC(C)OC(=O)/C=C/C(=O)OC(C)C,275.15
Brc1ccc(OCC)cc1,277.15
O=S(=O)(OCC)c1ccc(C)cc1,307.15
CCCCCCCCCCCCCO,307.15
OC(=O)c1ccccc1Br,422.15
OC(=O)c1cc(Br)ccc1,430.15
OC(=O)c1ccc(Br)cc1,526.15
O=[N+]([O-])c1ccccc1Br,316.15
O=[N+]([O-])c1cc(Br)ccc1,327.15
O=[N+]([O-])c1ccc(Br)cc1,399.15
OC(=O)c1ccc(cc1Cl)[N+]([O-])=O,412.15
OC(=O)c1cc(ccc1Cl)[N+]([O-])=O,439.15
O=[N+]([O-])c1cccc(C(=O)O)c1Cl,454.15
O=[N+]([O-])c1c(cccc1Cl)C(=O)O,510.15
O=C(CCCCC(=O)OCC)OCC,255.15
ClC(c1ccccc1)c2ccccc2,289.15
O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O,326.15
O=S(c1ccccc1)c2ccccc2,343.15
O=C(O)CCCCCCCCC(=O)O,406.15
Ic1ccccc1,242.15
CCCCCCCCCc1ccccc1,249.15
N#Cc1ccc(cc1)c2ccc(cc2)C#N,510.15
CCCCCCCCCBr,244.15
BrC(Br)Cl,251.15
Brc2cccc1ccccc12,272.15
Brc1ccc2ccccc2c1,327.15
C(C=Cc1ccccc1)=Cc2ccccc2,425.15
CCC=C(/c1ccccc1)c2ccccc2,272.15
C#CCCCCCCCCCCCCC,283.15
O=C(C)Oc1ccc(cc1)C(=O)OCC,307.15
ClCC(CCl)(CCl)CCl,368.15
O=C2c1ccccc1C(=O)c3ccccc23,557.15
CCCC(c1ccccc1)c2ccccc2,248.15
CCCCCCCCCCC1CCCC1,251.15
CCCCCCCCCCCCC(=C)C,258.15
CCCCCCCCCC1CCCCC1,263.15
C=CCCCCCCCCCCCCC,269.15
O=C(Cc1ccccc1)Cc2ccccc2,306.15
C1CCCCCCCCCCCCCC1,335.15
O=C(C(=O)c1ccccc1)c2ccccc2,368.15
OC(=O)c1cc(ccc1C(=O)O)C(=O)O,504.15
O=C(NC)c1ccc(cc1)c2ccccc2,359.15
NC(=O)c2ccccc2Cc1ccccc1,438.15
CC(CCCCCCCCCCC)CC,241.15
CC(C)CCCCCCCCCCCC,265.15
CC(C)(C)c1ccc(Br)cc1,289.15
O=C(OCc1ccccc1)c2ccccc2,292.15
CCCCCCCCCCCCCC=O,297.15
O=C(C)Oc1cc(ccc1)c2ccccc2,307.15
O=C(C)Oc2ccccc2c1ccccc1,338.15
O=C(Oc1ccc(C)cc1)c2ccccc2,343.15
CC(C)(c1ccc(O)cc1)c2ccccc2,343.15
Clc2cccc1cc3ccccc3cc12,350.15
O=C(C)Oc1ccc(cc1)c2ccccc2,361.15
OC(=O)Cc2ccccc2c1ccccc1,389.15
OC(C(=O)c1ccccc1)c2ccccc2,408.15
Brc1ccc(NC(C)=O)cc1,439.15
BrC(CC)CBr,208.15
BrCCCCBr,256.15
Brc1ccc(OC(C)=O)cc1,294.15
Brc1cc(ccc1)C(=O)OC,306.15
